Label,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Nan
192.168.1.4-192.241.211.93-102-32832-6,192.168.1.4,102,192.241.211.93,32832,6,17/01/2021 05:04:26 AM,205418,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.736245119707135,205418.0,0.0,205418.0,205418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.868122559853568,4.868122559853568,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,229,0,32,0,0,0,0,1.610856266767258E15,0.0,1.610856266767258E15,1.610856266767258E15,NeedManualLabel
167.99.33.240-192.168.1.4-61953-502-6,167.99.33.240,61953,192.168.1.4,502,6,19/01/2021 01:55:14 AM,32260465,6,4,54.0,0.0,18.0,0.0,9.0,9.85900603509299,0.0,0.0,0.0,0.0,1.6738754385592394,0.3099769330665258,3584496.111111111,4903747.959112409,1.0079349E7,269.0,3.2260465E7,6452093.0,4997014.981733445,1.0079618E7,56203.0,2.2180738E7,7393579.333333333,4618391.69769968,1.0064054E7,2060722.0,0,0,0,0,120,84,0.18598615983991548,0.12399077322661033,0.0,18.0,4.909090909090909,8.407788596944448,70.69090909090909,0,2,1,3,8,0,0,0,0.0,5.4,9.0,0.0,0,0,0,0,0,0,0,5,0,0,1024,64186,3,20,687215.0,1189819.3118835313,2061100.0,269.0,4.0275443626887675E14,8.055088524052069E14,1.611017714876687E15,1.0055693E7,NeedManualLabel
89.248.165.81-192.168.1.4-53426-102-6,89.248.165.81,53426,192.168.1.4,102,6,25/01/2021 11:30:13 AM,95710,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,898.5476961654999,73.13760317626162,15951.666666666668,24227.8787157825,47465.0,96.0,95710.0,31903.333333333332,26949.210569761282,47762.0,787.0,48074.0,24037.0,33709.194472725096,47873.0,201.0,0,0,0,0,92,72,41.79291610072092,31.344687075540694,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611570613272827E15,0.0,1.611570613272827E15,1.611570613272827E15,NeedManualLabel
89.248.165.81-192.168.1.4-58920-102-6,89.248.165.81,58920,192.168.1.4,102,6,25/01/2021 01:47:02 PM,114670,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,749.9781983081888,61.04473707159676,19111.666666666668,29296.947695394254,57260.0,50.0,114670.0,38223.333333333336,32991.83622251622,57768.0,132.0,57245.0,28622.5,39830.617877457036,56787.0,458.0,0,0,0,0,92,72,34.88270689805529,26.162030173541467,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611578822752307E15,0.0,1.611578822752307E15,1.611578822752307E15,NeedManualLabel
89.248.165.81-192.168.1.4-65396-102-6,89.248.165.81,65396,192.168.1.4,102,6,25/01/2021 01:53:51 PM,33966568,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26496642227734046,4245821.0,5684947.4601486735,1.6640005E7,118.0,2992145.0,2992145.0,0.0,2992145.0,2992145.0,3.3966396E7,5661066.0,5969268.298790934,1.6640005E7,1006390.0,0,0,0,0,64,224,0.05888142717274232,0.20608499510459813,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9086583.0,0.0,9086583.0,9086583.0,5.37193085310623E14,9.304456956859824E14,1.611579231051884E15,8239980.0,NeedManualLabel
89.248.165.81-192.168.1.4-50874-102-6,89.248.165.81,50874,192.168.1.4,102,6,25/01/2021 01:18:43 PM,114501,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,751.0851433611933,61.13483725032969,19083.5,29218.041041452452,57015.0,64.0,114501.0,38167.0,32904.456369920474,57562.0,175.0,57313.0,28656.5,39843.34579951839,56830.0,483.0,0,0,0,0,92,72,34.93419271447411,26.20064453585558,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611577123939136E15,0.0,1.611577123939136E15,1.611577123939136E15,NeedManualLabel
89.248.165.81-192.168.1.4-65366-102-6,89.248.165.81,65366,192.168.1.4,102,6,25/01/2021 10:56:25 AM,96605,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,890.2230733398893,72.46001759743285,16100.833333333334,24496.91651140336,48177.0,87.0,96605.0,32201.666666666668,27237.94833193817,48411.0,755.0,48257.0,24128.5,33914.96254605038,48110.0,147.0,0,0,0,0,92,72,41.4057243413902,31.054293256042648,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568585934739E15,0.0,1.611568585934739E15,1.611568585934739E15,NeedManualLabel
89.248.165.81-192.168.1.4-57296-102-6,89.248.165.81,57296,192.168.1.4,102,6,25/01/2021 01:31:00 PM,34122502,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637555710305182,4265312.75,5701591.697543058,1.664E7,118.0,3000333.0,3000333.0,0.0,3000333.0,3000333.0,3.4122331E7,5687055.166666667,5984063.346621505,1.664E7,1002355.0,0,0,0,0,64,224,0.05861234911789294,0.2051432219126253,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9082500.0,0.0,9082500.0,9082500.0,5.371926283519824E14,9.304449040718209E14,1.611577860015945E15,8400002.0,NeedManualLabel
192.241.223.94-192.168.1.4-52707-502-6,192.241.223.94,52707,192.168.1.4,502,6,17/01/2021 02:06:43 AM,32402602,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21603203347681768,5400433.666666667,6280667.486183573,1.6640004E7,398.0,0,0,0,0,0,3.2402204E7,6480440.8,6368701.9501325935,1.6640004E7,1042202.0,0,0,0,0,20,144,0.030861719068116814,0.18517031440870088,0.0,0.0,0.0,0.0,0.0,0,7,0,0,6,0,0,0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,64240,0,20,7202626.0,0.0,7202626.0,7202626.0,5.369485427919816E14,9.300221353419644E14,1.610845603175969E15,8559972.0,NeedManualLabel
192.168.1.4-93.174.95.106-502-56796-6,192.168.1.4,502,93.174.95.106,56796,6,25/01/2021 10:26:39 AM,46581,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9359610141474,46581.0,0.0,46581.0,46581.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.4679805070737,21.4679805070737,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,502,0,32,0,0,0,0,1.611566799336185E15,0.0,1.611566799336185E15,1.611566799336185E15,NeedManualLabel
192.168.1.4-93.174.95.106-502-55140-6,192.168.1.4,502,93.174.95.106,55140,6,05/01/2021 12:34:31 AM,46464,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.044077134986225,46464.0,0.0,46464.0,46464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.522038567493112,21.522038567493112,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,502,0,32,0,0,0,0,1.60980327156067E15,0.0,1.60980327156067E15,1.60980327156067E15,NeedManualLabel
89.248.165.81-192.168.1.4-53294-102-6,89.248.165.81,53294,192.168.1.4,102,6,25/01/2021 12:54:33 PM,95543,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,900.1182713542593,73.26544069162576,15923.833333333334,24352.522008339645,47435.0,64.0,95543.0,31847.666666666668,27395.615166178206,47720.0,214.0,48079.0,24039.5,33479.38476883947,47713.0,366.0,0,0,0,0,92,72,41.865966109500434,31.399474582125325,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575673163533E15,0.0,1.611575673163533E15,1.611575673163533E15,NeedManualLabel
178.79.147.60-192.168.1.4-33022-502-6,178.79.147.60,33022,192.168.1.4,502,6,18/01/2021 07:23:07 PM,55528,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.02679729145656,27764.0,38849.860771951295,55235.0,293.0,55528.0,55528.0,0.0,55528.0,55528.0,0,0,0,0,0,0,0,0,0,52,32,36.01786486097104,18.00893243048552,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,502,508,0,20,0,0,0,0,1.610994187808247E15,0.0,1.610994187808247E15,1.610994187808247E15,NeedManualLabel
89.248.165.81-192.168.1.4-55063-102-6,89.248.165.81,55063,192.168.1.4,102,6,25/01/2021 02:10:07 PM,115169,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,746.7287204021916,60.78024468389932,19194.833333333332,29426.149088296734,57205.0,52.0,115169.0,38389.666666666664,33112.443919670644,57636.0,155.0,57834.0,28917.0,40298.01545982134,57412.0,422.0,0,0,0,0,92,72,34.73156839079961,26.048676293099707,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611580207218412E15,0.0,1.611580207218412E15,1.611580207218412E15,NeedManualLabel
192.168.1.4-139.162.99.243-102-45652-6,192.168.1.4,102,139.162.99.243,45652,6,17/01/2021 01:18:55 PM,268621,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.445434273567591,268621.0,0.0,268621.0,268621.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.7227171367837957,3.7227171367837957,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,23,0,32,0,0,0,0,1.610885935547461E15,0.0,1.610885935547461E15,1.610885935547461E15,NeedManualLabel
89.248.165.81-192.168.1.4-52533-102-6,89.248.165.81,52533,192.168.1.4,102,6,25/01/2021 01:11:42 PM,94463,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,910.4093666303208,74.10308798153774,15743.833333333336,24068.18179602827,46942.0,51.0,94463.0,31487.666666666668,27152.18684256083,47468.0,137.0,47351.0,23675.5,32810.46175383699,46876.0,475.0,0,0,0,0,92,72,42.344621703735854,31.75846627780189,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611576702835664E15,0.0,1.611576702835664E15,1.611576702835664E15,NeedManualLabel
192.168.1.4-192.241.204.75-102-58338-6,192.168.1.4,102,192.241.204.75,58338,6,28/01/2021 04:44:32 AM,191280,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.455876202425763,191280.0,0.0,191280.0,191280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.227938101212882,5.227938101212882,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,245,0,32,0,0,0,0,1.611805472213781E15,0.0,1.611805472213781E15,1.611805472213781E15,NeedManualLabel
192.241.219.140-192.168.1.4-55878-102-6,192.241.219.140,55878,192.168.1.4,102,6,06/01/2021 05:49:37 AM,32326785,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21653870002847483,5387797.5,6272128.313727,1.664E7,180.0,0,0,0,0,0,3.2326605E7,6465321.0,6361333.608759094,1.664E7,1046604.0,0,0,0,0,20,144,0.030934100004067832,0.185604600024407,0.0,0.0,0.0,0.0,0.0,0,7,0,0,6,0,0,0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,64240,0,20,7206791.0,0.0,7206791.0,7206791.0,5.36636200817218E14,9.294811432416036E14,1.60990857733166E15,8479994.0,NeedManualLabel
89.248.165.81-192.168.1.4-51640-102-6,89.248.165.81,51640,192.168.1.4,102,6,25/01/2021 12:45:11 PM,95011,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,905.1583500857796,73.67567965814484,15835.166666666668,24227.599471814512,47495.0,56.0,95011.0,31670.333333333332,27273.75009662832,47932.0,183.0,47347.0,23673.5,32940.56940157532,46966.0,381.0,0,0,0,0,92,72,42.10038837608277,31.57529128206208,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575111740145E15,0.0,1.611575111740145E15,1.611575111740145E15,NeedManualLabel
192.168.1.4-139.162.99.243-102-48500-6,192.168.1.4,102,139.162.99.243,48500,6,17/01/2021 01:19:05 PM,268632,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.445129396348909,268632.0,0.0,268632.0,268632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.7225646981744545,3.7225646981744545,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,510,23,0,32,0,0,0,0,1.610885945815872E15,0.0,1.610885945815872E15,1.610885945815872E15,NeedManualLabel
89.248.165.81-192.168.1.4-54656-102-6,89.248.165.81,54656,192.168.1.4,102,6,25/01/2021 01:52:17 PM,34140633,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26361549886904556,4267579.125,5700129.562409097,1.6639999E7,115.0,2995760.0,2995760.0,0.0,2995760.0,2995760.0,3.4140484E7,5690080.666666666,5981246.32846455,1.6639999E7,1020449.0,0,0,0,0,64,224,0.05858122197089902,0.20503427689814654,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9100636.0,0.0,9100636.0,9100636.0,5.371930541592704E14,9.304456415916822E14,1.611579137437814E15,8399998.0,NeedManualLabel
192.168.1.4-139.162.99.243-102-43634-6,192.168.1.4,102,139.162.99.243,43634,6,31/01/2021 10:52:57 AM,268868,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.438594403201571,268868.0,0.0,268868.0,268868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.7192972016007855,3.7192972016007855,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,510,23,0,32,0,0,0,0,1.612086777627206E15,0.0,1.612086777627206E15,1.612086777627206E15,NeedManualLabel
89.248.165.81-192.168.1.4-57655-102-6,89.248.165.81,57655,192.168.1.4,102,6,25/01/2021 02:11:19 PM,34300426,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623874117481806,4287553.25,5716997.171273364,1.664008E7,121.0,2996120.0,2996120.0,0.0,2996120.0,2996120.0,3.4300253E7,5716708.833333334,5996152.405433351,1.664008E7,1020247.0,0,0,0,0,64,224,0.05830831372181791,0.2040790980263627,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9100373.0,0.0,9100373.0,9100373.0,5.371934347460496E14,9.304463006487082E14,1.611580279038096E15,8559973.0,NeedManualLabel
45.227.255.233-192.168.1.4-61000-502-6,45.227.255.233,61000,192.168.1.4,502,6,12/01/2021 05:47:48 AM,31048921,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12882895350856155,1.0349640333333334E7,1.787506308043847E7,3.0989958E7,411.0,3.1048921E7,1.55244605E7,2.1871516313347194E7,3.0989958E7,58963.0,0,0,0,0,0,0,0,0,0,60,24,0.09662171513142115,0.03220723837714039,0.0,0.0,0.0,0.0,0.0,0,2,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,64240,0,20,58963.0,0.0,58963.0,58963.0,8.05213449964621E14,1.1387437377187778E15,1.610426868939284E15,3.0989958E7,NeedManualLabel
89.248.165.81-192.168.1.4-56814-102-6,89.248.165.81,56814,192.168.1.4,102,6,25/01/2021 02:18:29 PM,34099866,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2639306559151875,4262483.25,5688842.855869919,1.6640004E7,115.0,2990585.0,2990585.0,0.0,2990585.0,2990585.0,3.4099696E7,5683282.666666666,5968129.88718723,1.6640004E7,1059666.0,0,0,0,0,64,224,0.05865125687004166,0.2052793990451458,0.0,0.0,0.0,0.0,0.0,0,9,0,0,7,0,2,2,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,64240,0,32,9139865.0,0.0,9139865.0,9139865.0,5.371935783061946E14,9.304465495100645E14,1.611580709958583E15,8319997.0,NeedManualLabel
89.248.165.81-192.168.1.4-64274-102-6,89.248.165.81,64274,192.168.1.4,102,6,25/01/2021 12:04:20 PM,93930,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,915.575428510593,74.5235813903971,15655.0,23923.26905755148,46814.0,58.0,93930.0,31310.0,26982.142835586652,47334.0,158.0,46941.0,23470.5,32538.932749861357,46479.0,462.0,0,0,0,0,92,72,42.58490365165549,31.938677738741617,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611572660696217E15,0.0,1.611572660696217E15,1.611572660696217E15,NeedManualLabel
89.248.165.81-192.168.1.4-52414-102-6,89.248.165.81,52414,192.168.1.4,102,6,25/01/2021 12:53:11 PM,95032,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,904.9583298257429,73.65939893930465,15838.666666666668,24228.977243512913,47124.0,56.0,95032.0,31677.333333333332,27327.751944375763,47676.0,123.0,47786.0,23893.0,33088.35471884331,47290.0,496.0,0,0,0,0,92,72,42.091085108174084,31.568313831130563,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611575591426519E15,0.0,1.611575591426519E15,1.611575591426519E15,NeedManualLabel
192.168.1.4-93.174.95.106-502-58054-6,192.168.1.4,502,93.174.95.106,58054,6,05/01/2021 12:34:34 AM,47365,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22527182518738,47365.0,0.0,47365.0,47365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.11263591259369,21.11263591259369,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,502,0,32,0,0,0,0,1.609803274870851E15,0.0,1.609803274870851E15,1.609803274870851E15,NeedManualLabel
89.248.165.81-192.168.1.4-57245-102-6,89.248.165.81,57245,192.168.1.4,102,6,25/01/2021 11:02:35 AM,96212,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,893.8593938386064,72.75599717290982,16035.333333333332,24566.025414516418,47980.0,43.0,96212.0,32070.666666666668,27668.3616127398,48423.0,125.0,48086.0,24043.0,33436.25125518709,47686.0,400.0,0,0,0,0,92,72,41.57485552737704,31.18114164553278,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568955232589E15,0.0,1.611568955232589E15,1.611568955232589E15,NeedManualLabel
192.168.1.4-71.6.199.23-502-58528-6,192.168.1.4,502,71.6.199.23,58528,6,30/01/2021 07:55:47 PM,191127,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4642462865006,191127.0,0.0,191127.0,191127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.2321231432503,5.2321231432503,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,502,0,32,0,0,0,0,1.612032947406314E15,0.0,1.612032947406314E15,1.612032947406314E15,NeedManualLabel
192.168.1.4-93.174.95.106-502-33396-6,192.168.1.4,502,93.174.95.106,33396,6,05/01/2021 12:34:39 AM,48396,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.325729399123894,48396.0,0.0,48396.0,48396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20.662864699561947,20.662864699561947,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,509,502,0,32,0,0,0,0,1.60980327939455E15,0.0,1.60980327939455E15,1.60980327939455E15,NeedManualLabel
89.248.165.81-192.168.1.4-50718-102-6,89.248.165.81,50718,192.168.1.4,102,6,25/01/2021 12:17:21 PM,95410,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,901.373021695839,73.36757153338225,15901.666666666668,24321.442832748773,47465.0,53.0,95410.0,31803.333333333332,27327.332001740186,47851.0,250.0,47771.0,23885.5,33308.26492779232,47438.0,333.0,0,0,0,0,92,72,41.924326590504144,31.443244942878106,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611573441459775E15,0.0,1.611573441459775E15,1.611573441459775E15,NeedManualLabel
89.248.165.81-192.168.1.4-61268-102-6,89.248.165.81,61268,192.168.1.4,102,6,25/01/2021 01:06:51 PM,94692,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,908.2076627381405,73.92387952519748,15782.0,24138.11684452621,47126.0,65.0,94692.0,31564.0,27190.8519726764,47590.0,169.0,47394.0,23697.0,32948.347576168366,46995.0,399.0,0,0,0,0,92,72,42.242216871541416,31.681662653656065,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611576411602328E15,0.0,1.611576411602328E15,1.611576411602328E15,NeedManualLabel
89.248.165.81-192.168.1.4-54103-102-6,89.248.165.81,54103,192.168.1.4,102,6,25/01/2021 10:58:39 AM,94488,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,910.1684870036406,74.08348150029633,15748.0,24085.260853891534,47146.0,52.0,94488.0,31496.0,27151.289048588467,47635.0,149.0,47173.0,23586.5,32738.336862155964,46736.0,437.0,0,0,0,0,92,72,42.33341800016933,31.750063500127,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611568719806104E15,0.0,1.611568719806104E15,1.611568719806104E15,NeedManualLabel
89.248.165.81-192.168.1.4-62397-102-6,89.248.165.81,62397,192.168.1.4,102,6,25/01/2021 01:51:11 PM,115640,4,3,43.0,43.0,43.0,0.0,10.75,21.5,43.0,0.0,14.333333333333334,24.826061575153908,743.6873054306468,60.53268765133171,19273.333333333332,29374.98264623601,57538.0,98.0,115640.0,38546.666666666664,32722.623738528873,57861.0,765.0,57938.0,28969.0,40650.15463685225,57713.0,225.0,0,0,0,0,92,72,34.59010722933241,25.942580421999306,0.0,43.0,10.75,19.905132145109857,396.2142857142857,0,2,1,2,6,0,1,1,0.0,12.285714285714286,10.75,14.333333333333334,0,0,0,0,0,0,0,6,0,6,8192,502,1,20,0,0,0,0,1.611579071007338E15,0.0,1.611579071007338E15,1.611579071007338E15,NeedManualLabel
